"Open";"High";"Low";"Close";"Volume";"Adjusted";"Date"
2161.69995117188;2161.69995117188;2157.30004882812;2157.30004882812;100;2157.30004882812;"2024-03-15"
2146.19995117188;2160.69995117188;2146.19995117188;2160.69995117188;21;2160.69995117188;"2024-03-18"
2156.10009765625;2156.30004882812;2156.10009765625;2156.30004882812;12;2156.30004882812;"2024-03-19"
2157.30004882812;2185.89990234375;2150.89990234375;2157.89990234375;17;2157.89990234375;"2024-03-20"
2207;2211.60009765625;2182.39990234375;2182.39990234375;63;2182.39990234375;"2024-03-21"
2179.19995117188;2179.60009765625;2157.5;2158.10009765625;19;2158.10009765625;"2024-03-22"
2166.19995117188;2179.39990234375;2166.19995117188;2174.80004882812;79;2174.80004882812;"2024-03-25"
2182.69995117188;2182.69995117188;2175.60009765625;2175.60009765625;202373;2175.60009765625;"2024-03-26"
2179.39990234375;2196.19995117188;2172.10009765625;2190.60009765625;31200;2190.60009765625;"2024-03-27"
2193.60009765625;2234.10009765625;2187.10009765625;2217.39990234375;2040;2217.39990234375;"2024-03-28"
2235.69995117188;2264.19995117188;2230;2236.5;400;2236.5;"2024-04-01"
2252;2279.19995117188;2247.60009765625;2261;435;2261;"2024-04-02"
2281.69995117188;2298.80004882812;2267.89990234375;2294.39990234375;285;2294.39990234375;"2024-04-03"
2301.69995117188;2302.89990234375;2280;2288.80004882812;251;2288.80004882812;"2024-04-04"
2289.19995117188;2328.39990234375;2267.39990234375;2325.69995117188;344;2325.69995117188;"2024-04-05"
2325.60009765625;2341.80004882812;2319;2331.69995117188;202;2331.69995117188;"2024-04-08"
2337.80004882812;2364.69995117188;2337.80004882812;2343.5;211;2343.5;"2024-04-09"
2346.60009765625;2358.10009765625;2327.69995117188;2329.60009765625;377;2329.60009765625;"2024-04-10"
2341.5;2376.30004882812;2330.60009765625;2354.80004882812;283;2354.80004882812;"2024-04-11"
2377.30004882812;2429;2334.30004882812;2356.19995117188;584;2356.19995117188;"2024-04-12"
2362.10009765625;2384.69995117188;2326;2365.80004882812;1801;2365.80004882812;"2024-04-15"
2384;2390.80004882812;2371.39990234375;2390.80004882812;41;2390.80004882812;"2024-04-16"
2384.19995117188;2391.39990234375;2369.30004882812;2371.69995117188;37;2371.69995117188;"2024-04-17"
2368.39990234375;2384.39990234375;2368.39990234375;2382.30004882812;128;2382.30004882812;"2024-04-18"
2379.30004882812;2399.80004882812;2377.30004882812;2398.39990234375;160;2398.39990234375;"2024-04-19"
2383.30004882812;2383.30004882812;2326.89990234375;2332.19995117188;53;2332.19995117188;"2024-04-22"
2327.69995117188;2330.80004882812;2294.19995117188;2327.69995117188;171;2327.69995117188;"2024-04-23"
2321.30004882812;2328.69995117188;2314.60009765625;2324.5;95;2324.5;"2024-04-24"
2315;2329.80004882812;2305;2329.80004882812;1024;2329.80004882812;"2024-04-25"
2347.89990234375;2347.89990234375;2332.80004882812;2334.80004882812;717;2334.80004882812;"2024-04-26"
2334.80004882812;2345.5;2327.89990234375;2345.39990234375;405;2345.39990234375;"2024-04-29"
2322.5;2322.5;2291.39990234375;2291.39990234375;113;2291.39990234375;"2024-04-30"
2287.69995117188;2327.30004882812;2283.80004882812;2299.89990234375;42;2299.89990234375;"2024-05-01"
2321.69995117188;2324.69995117188;2292.30004882812;2299.19995117188;56;2299.19995117188;"2024-05-02"
2300;2301;2277.60009765625;2299;194;2299;"2024-05-03"
2322.80004882812;2325.5;2314.19995117188;2321.60009765625;9;2321.60009765625;"2024-05-06"
2324.30004882812;2324.30004882812;2315.19995117188;2315.19995117188;25;2315.19995117188;"2024-05-07"
2313.60009765625;2313.60009765625;2313.60009765625;2313.60009765625;4;2313.60009765625;"2024-05-08"
2310.69995117188;2339.5;2310.69995117188;2332.10009765625;4;2332.10009765625;"2024-05-09"
2367.30004882812;2367.30004882812;2367.30004882812;2367.30004882812;5;2367.30004882812;"2024-05-10"
