"Open";"High";"Low";"Close";"Volume";"Adjusted";"Date"
23.2649993896484;23.2649993896484;22.9300003051758;22.9459991455078;458;22.9459991455078;"2024-01-03"
22.9300003051758;23.0450000762939;22.7049999237061;22.9890003204346;24;22.9890003204346;"2024-01-04"
23.0650005340576;23.1219997406006;22.8649997711182;23.1219997406006;5;23.1219997406006;"2024-01-05"
22.9899997711182;23.1200008392334;22.8349990844727;23.1200008392334;53;23.1200008392334;"2024-01-08"
23.1399993896484;23.1399993896484;22.9039993286133;22.9039993286133;19;22.9039993286133;"2024-01-09"
23;23;22.7999992370605;22.8840007781982;10;22.8840007781982;"2024-01-10"
22.9599990844727;23.0849990844727;22.5349998474121;22.5370006561279;109;22.5370006561279;"2024-01-11"
22.8250007629395;23.3799991607666;22.8250007629395;23.1620006561279;44;23.1620006561279;"2024-01-12"
22.9330005645752;22.9330005645752;22.9330005645752;22.9330005645752;0;22.9330005645752;"2024-01-16"
22.9099998474121;22.9099998474121;22.5100002288818;22.5160007476807;17;22.5160007476807;"2024-01-17"
22.6399993896484;22.6669998168945;22.5900001525879;22.6669998168945;5;22.6669998168945;"2024-01-18"
22.5149993896484;22.5709991455078;22.5149993896484;22.5709991455078;2;22.5709991455078;"2024-01-19"
22.0049991607666;22.1630001068115;21.9249992370605;22.1630001068115;28;22.1630001068115;"2024-01-22"
22.3339996337891;22.3339996337891;22.3339996337891;22.3339996337891;0;22.3339996337891;"2024-01-23"
22.8549995422363;22.9099998474121;22.7549991607666;22.7549991607666;46;22.7549991607666;"2024-01-24"
22.8700008392334;22.8700008392334;22.8080005645752;22.8080005645752;48;22.8080005645752;"2024-01-25"
22.7600002288818;22.8400001525879;22.7549991607666;22.7549991607666;111;22.7549991607666;"2024-01-26"
23.0949993133545;23.2049999237061;23.0949993133545;23.1380004882812;333;23.1380004882812;"2024-01-29"
23.2049999237061;23.2749996185303;23.0650005340576;23.1070003509521;78;23.1070003509521;"2024-01-30"
23.0510005950928;23.0510005950928;23.0510005950928;23.0510005950928;0;23.0510005950928;"2024-01-31"
22.875;23.1299991607666;22.5499992370605;23.1299991607666;12;23.1299991607666;"2024-02-01"
23.125;23.1550006866455;22.5550003051758;22.701000213623;20;22.701000213623;"2024-02-02"
22.4899997711182;22.4899997711182;22.2849998474121;22.3349990844727;36;22.3349990844727;"2024-02-05"
22.4549999237061;22.4549999237061;22.3349990844727;22.3929996490479;405;22.3929996490479;"2024-02-06"
22.3400001525879;22.4050006866455;22.2779998779297;22.2779998779297;69;22.2779998779297;"2024-02-07"
22.4899997711182;22.5650005340576;22.2999992370605;22.5650005340576;154;22.5650005340576;"2024-02-08"
22.4050006866455;22.5650005340576;22.4050006866455;22.5279998779297;7;22.5279998779297;"2024-02-09"
22.6499996185303;22.7250003814697;22.6499996185303;22.7089996337891;8;22.7089996337891;"2024-02-12"
22.0960006713867;22.0960006713867;22.0960006713867;22.0960006713867;0;22.0960006713867;"2024-02-13"
22.0349998474121;22.3309993743896;22.0049991607666;22.3309993743896;8;22.3309993743896;"2024-02-14"
22.6100006103516;22.9200000762939;22.6100006103516;22.9120006561279;6;22.9120006561279;"2024-02-15"
23.4389991760254;23.4389991760254;23.4389991760254;23.4389991760254;0;23.4389991760254;"2024-02-16"
23.1499996185303;23.1499996185303;23.1060009002686;23.1060009002686;6;23.1060009002686;"2024-02-20"
23.1900005340576;23.1949996948242;22.8509998321533;22.8509998321533;8;22.8509998321533;"2024-02-21"
22.7649993896484;22.7649993896484;22.7649993896484;22.7649993896484;0;22.7649993896484;"2024-02-22"
22.9689998626709;22.9689998626709;22.9689998626709;22.9689998626709;39;22.9689998626709;"2024-02-23"
22.5949993133545;22.5949993133545;22.5170001983643;22.5170001983643;10;22.5170001983643;"2024-02-26"
22.5230007171631;22.5230007171631;22.5230007171631;22.5230007171631;38667;22.5230007171631;"2024-02-27"
22.4449996948242;22.5;22.2450008392334;22.4099998474121;5854;22.4099998474121;"2024-02-28"
22.4400005340576;22.7749996185303;22.2950000762939;22.6660003662109;517;22.6660003662109;"2024-02-29"
22.6550006866455;23.25;22.5699996948242;23.1499996185303;964;23.1499996185303;"2024-03-01"
23.1550006866455;23.9300003051758;23.0699996948242;23.7789993286133;996;23.7789993286133;"2024-03-04"
23.7049999237061;24.2000007629395;23.6650009155273;23.7630004882812;559;23.7630004882812;"2024-03-05"
23.6350002288818;24.2719993591309;23.5949993133545;24.2719993591309;129;24.2719993591309;"2024-03-06"
24.1650009155273;24.5149993896484;24.1399993896484;24.3700008392334;187;24.3700008392334;"2024-03-07"
24.5049991607666;24.5049991607666;24.2999992370605;24.3390007019043;115;24.3390007019043;"2024-03-08"
24.3850002288818;24.511999130249;24.3700008392334;24.511999130249;172;24.511999130249;"2024-03-11"
24.4650001525879;24.5049991607666;24.1940002441406;24.1940002441406;42;24.1940002441406;"2024-03-12"
24.2150001525879;24.9589996337891;24.2150001525879;24.9589996337891;37;24.9589996337891;"2024-03-13"
24.875;24.9799995422363;24.8740005493164;24.8740005493164;20;24.8740005493164;"2024-03-14"
24.8349990844727;25.4200000762939;24.8250007629395;25.2000007629395;48;25.2000007629395;"2024-03-15"
25.1599998474121;25.2450008392334;25.0909996032715;25.0909996032715;26;25.0909996032715;"2024-03-18"
25.1700000762939;25.1700000762939;24.9449996948242;24.9640007019043;20;24.9640007019043;"2024-03-19"
24.9330005645752;24.9330005645752;24.9330005645752;24.9330005645752;75;24.9330005645752;"2024-03-20"
25.625;25.7350006103516;24.8490009307861;24.8490009307861;69;24.8490009307861;"2024-03-21"
24.75;24.75;24.6599998474121;24.6919994354248;20;24.6919994354248;"2024-03-22"
24.8150005340576;24.8449993133545;24.7199993133545;24.7450008392334;69;24.7450008392334;"2024-03-25"
24.6399993896484;24.6499996185303;24.4829998016357;24.4829998016357;663;24.4829998016357;"2024-03-26"
24.4249992370605;24.625;24.4249992370605;24.625;215;24.625;"2024-03-27"
24.6849994659424;24.9099998474121;24.6849994659424;24.7970008850098;20;24.7970008850098;"2024-03-28"
25.25;25.3449993133545;24.8099994659424;24.9540004730225;44;24.9540004730225;"2024-04-01"
25.2999992370605;25.8549995422363;25.2700004577637;25.8040008544922;59;25.8040008544922;"2024-04-02"
26.2549991607666;27.0650005340576;26.2099990844727;26.9449996948242;104;26.9449996948242;"2024-04-03"
27.2299995422363;27.2700004577637;26.7900009155273;27.1399993896484;23;27.1399993896484;"2024-04-04"
26.4899997711182;27.4099998474121;26.4899997711182;27.3999996185303;39;27.3999996185303;"2024-04-05"
27.8050003051758;27.9300003051758;27.7119998931885;27.7119998931885;6;27.7119998931885;"2024-04-08"
28.1200008392334;28.1200008392334;27.8910007476807;27.8910007476807;66;27.8910007476807;"2024-04-09"
27.7649993896484;27.9850006103516;27.7649993896484;27.9610004425049;5;27.9610004425049;"2024-04-10"
28.1299991607666;28.5149993896484;28;28.1760005950928;536;28.1760005950928;"2024-04-11"
28.5100002288818;29.8050003051758;28.2549991607666;28.2549991607666;354;28.2549991607666;"2024-04-12"
28.25;28.6509990692139;27.7700004577637;28.6509990692139;61;28.6509990692139;"2024-04-15"
28.3549995422363;28.3549995422363;28.2350006103516;28.318000793457;76;28.318000793457;"2024-04-16"
28.5100002288818;28.5100002288818;28.3099994659424;28.3460006713867;9;28.3460006713867;"2024-04-17"
28.3290004730225;28.3290004730225;28.3290004730225;28.3290004730225;0;28.3290004730225;"2024-04-18"
28.5049991607666;28.8080005645752;28.2150001525879;28.8080005645752;15;28.8080005645752;"2024-04-19"
27.2129993438721;27.2129993438721;27.2129993438721;27.2129993438721;0;27.2129993438721;"2024-04-22"
27.1350002288818;27.4099998474121;27.1350002288818;27.3309993743896;15;27.3309993743896;"2024-04-23"
27.1399993896484;27.3239994049072;27.1299991607666;27.3239994049072;4;27.3239994049072;"2024-04-24"
27.3419990539551;27.3419990539551;27.3419990539551;27.3419990539551;29;27.3419990539551;"2024-04-25"
27.2409992218018;27.2409992218018;27.2409992218018;27.2409992218018;68254;27.2409992218018;"2024-04-26"
27.2000007629395;27.4400005340576;26.9599990844727;27.3729991912842;11787;27.3729991912842;"2024-04-29"
27.1550006866455;27.1650009155273;26.2999992370605;26.3910007476807;1881;26.3910007476807;"2024-04-30"
26.2849998474121;26.9449996948242;26.2849998474121;26.4890003204346;387;26.4890003204346;"2024-05-01"
26.7150001525879;26.7950000762939;26.0349998474121;26.5830001831055;277;26.5830001831055;"2024-05-02"
26.6299991607666;26.7849998474121;26.1599998474121;26.4449996948242;194;26.4449996948242;"2024-05-03"
26.9500007629395;27.3899993896484;26.9500007629395;27.3689994812012;48;27.3689994812012;"2024-05-06"
27.2999992370605;27.4449996948242;27.2800006866455;27.30299949646;74;27.30299949646;"2024-05-07"
27.2649993896484;27.4200000762939;27.2649993896484;27.3610000610352;123;27.3610000610352;"2024-05-08"
27.6049995422363;28.2000007629395;27.6000003814697;28.1319999694824;123;28.1319999694824;"2024-05-09"
28.5949993133545;28.5949993133545;28.2299995422363;28.2749996185303;333;28.2749996185303;"2024-05-10"
